Health Plan Provider ID|Network Code|First Name|Last Name|Business Name|NPI|Tax ID|Provider Type|Provider Assigned Members|Full or Part Time|In Person After Hours|Supervising Specialist|Supervising NPI|Specialization Certificate|Health Plan Address ID|Address Type|Clinic Name|Address 1|Address 2|Address 3|City|State Abbreviation|Zip Code|County Name|Phone Number|Fax Number|Email|Latitude|Longitude|Location Assigned Members|Taxonomy Code|Specialty Code|Primary Specialty|Board Certified|Board Eligible|Is PCP|Accepting New Patients|Accepting New Referrals|Network Tier ID|Provider Group Name|Outpatient Appointment Availability|In Directory|Contract Effective Date|Contract Termination Date|Credential|Gender|Salutation|Medical Group NPI|In Network|Source System|Date of Birth|Health Plan Contract ID|Group Relationship Type|Record Status|Panel Status
PRV000022|NW0001|Invalid|Board Certified Indicator|Invalid Board Certified Indicator|1234567907|123456797|PHYSICIAN||FT|FALSE||||ADDR0021|PHYSICAL|Invalid Board Certified Indicator|Invalid Board Certified Indicator|||Los Angeles|CA|90001|LOS ANGELES|323-555-2323|323-555-2424|baddata@example.com||||NONE|02|TRUE|BADBOARDSPEC|TRUE|TRUE|TRUE|TRUE|ERROR TEST 21|ERROR TEST 21|TRUE|YES|2020-01-01|2020-12-31|||||TRUE|QNXT|||||
PRV000023|NW0001|Invalid|Board Eligible Indicator|Invalid Board Eligible Indicator|1234567908|123456798|PHYSICIAN||FT|FALSE||||ADDR0022|PHYSICAL|Invalid Board Eligible Indicator|Invalid Board Eligible Indicator|||Los Angeles|CA|90001|LOS ANGELES|323-555-2323|323-555-2424|baddata@example.com||||NONE|02|TRUE|TRUE|BADBOARDELIG|TRUE|TRUE|TRUE|ERROR TEST 22|ERROR TEST 22|TRUE|YES|2020-01-01|2020-12-31|||||TRUE|QNXT|||||
PRV000024|NW0001|Invalid|Is PCP Indicator|Invalid Is PCP Indicator|1234567909|123456799|PHYSICIAN||FT|FALSE||||ADDR0023|PHYSICAL|Invalid Is PCP Indicator|Invalid Is PCP Indicator|||Los Angeles|CA|90001|LOS ANGELES|323-555-2323|323-555-2424|baddata@example.com||||NONE|02|TRUE|TRUE|TRUE|BADISPCP|TRUE|TRUE|ERROR TEST 23|ERROR TEST 23|TRUE|YES|2020-01-01|2020-12-31|||||TRUE|QNXT|||||
PRV000025|NW0001|Invalid|Accepting New Patients|Invalid Accepting New Patients Indicator|1234567910|123456700|PHYSICIAN||FT|FALSE||||ADDR0024|PHYSICAL|Invalid Accepting New Patients Indicator|Invalid Accepting New Patients Indicator|||Los Angeles|CA|90001|LOS ANGELES|323-555-2323|323-555-2424|baddata@example.com||||NONE|02|TRUE|TRUE|TRUE|FALSE|BADACCNEWPT|TRUE|ERROR TEST 24|ERROR TEST 24|TRUE|YES|2020-01-01|2020-12-31|||||TRUE|QNXT|||||
PRV000026|NW0001|Invalid|Accepting New Referrals|Invalid Accepting New Referrals Indicator|1234567911|123456701|PHYSICIAN||FT|FALSE||||ADDR0025|PHYSICAL|Invalid Accepting New Referrals Indicator|Invalid Accepting New Referrals Indicator|||Los Angeles|CA|90001|LOS ANGELES|323-555-2323|323-555-2424|baddata@example.com||||NONE|02|TRUE|TRUE|TRUE|FALSE|TRUE|BADACCPTNWREF|ERROR TEST 25|ERROR TEST 25|TRUE|YES|2020-01-01|2020-12-31|||||TRUE|QNXT|||||
PRV000027|NW0001|Invalid|Outpt Appt Avail|Invalid Outpt Appt Avail Indicator|1234567912|123456702|PHYSICIAN||FT|FALSE||||ADDR0026|PHYSICAL|Invalid Outpt Appt Avail Indicator|Invalid Outpt Appt Avail Indicator|||Los Angeles|CA|90001|LOS ANGELES|323-555-2323|323-555-2424|baddata@example.com||||NONE|02|TRUE|TRUE|TRUE|FALSE|TRUE|FALSE|ERROR TEST 26|ERROR TEST 26|BADOUTPTAVAIL|YES|2020-01-01|2020-12-31|||||TRUE|QNXT|||||
PRV000028|NW0001|Invalid|In Directory|Invalid In Directory Indicator|1234567913|123456703|PHYSICIAN||FT|FALSE||||ADDR0027|PHYSICAL|Invalid In Directory Indicator|Invalid In Directory Indicator|||Los Angeles|CA|90001|LOS ANGELES|323-555-2323|323-555-2424|baddata@example.com||||NONE|02|TRUE|TRUE|TRUE|FALSE|TRUE|FALSE|ERROR TEST 27|ERROR TEST 27|FALSE|BADINDIR|2020-01-01|2020-12-31|||||TRUE|QNXT|||||
PRV000029|NW0001|Invalid|Contract Effective Date|Invalid Contract Effective Date|1234567914|123456704|PHYSICIAN||FT|FALSE||||ADDR0028|PHYSICAL|Invalid Contract Effective Date|Invalid Contract Effective Date|||Los Angeles|CA|90001|LOS ANGELES|323-555-2323|323-555-2424|baddata@example.com||||NONE|02|TRUE|TRUE|TRUE|FALSE|TRUE|FALSE|ERROR TEST 28|ERROR TEST 28|FALSE|REMOVED|BADDATE|2020-12-31|||||TRUE|QNXT|||||
PRV000030|NW0001|Missing|Contract Effective Date|Missing Contract Effective Date|1234567915|123456705|PHYSICIAN||FT|FALSE||||ADDR0029|PHYSICAL|Missing Contract Effective Date|Missing Contract Effective Date|||Los Angeles|CA|90001|LOS ANGELES|323-555-2323|323-555-2424|baddata@example.com||||NONE|02|TRUE|TRUE|TRUE|FALSE|TRUE|FALSE|ERROR TEST 29|ERROR TEST 29|FALSE|WITHHELD||2020-12-31|||||TRUE|QNXT|||||
PRV000031|NW0001|Invalid|Contract Term Date|Invalid Contract Term Date|1234567916|123456706|PHYSICIAN||FT|FALSE||||ADDR0030|PHYSICAL|Invalid Contract Term Date|Invalid Contract Term Date|||Los Angeles|CA|90001|LOS ANGELES|323-555-2323|323-555-2424|baddata@example.com||||NONE|02|TRUE|TRUE|TRUE|FALSE|TRUE|FALSE|ERROR TEST 30|ERROR TEST 30|FALSE|NO|2020-01-01|2019-12-31|XYZ|ZZZ|WER|1111111111|TRUE|QNXT|||||
PRV000032|NW0001|Clint|Barton|Hawkeye Health|9998887771|951112223|PHYSICIAN|0|PT|FALSE||||ADDR0031|PHYSICAL|Hawk's Nest Medical Clinic - Del Mar|8091 Bow Street|||Del Mar|CA|92014|SAN DIEGO|858-555-4444|858-555-5555|barton@hawkeyehealth.com|||0|208C00000X|02|TRUE|TRUE|TRUE|FALSE|FALSE|TRUE|||FALSE|NO|2019-01-01|2021-12-31|DO|MALE|DR||TRUE|QNXT|||||
PRV000032|NW0001|Clint|Barton|Hawkeye Health|9998887771|951112223|PHYSICIAN|0|PT|FALSE||||ADDR0032|PHYSICAL|Hawk's Nest Medical Clinic - El Cajon|32098 Avenger Blvd|Suite 205||El Cajon|CA|92019|SAN DIEGO|858-555-4444|858-555-5555|barton@hawkeyehealth.com|||0|208C00000X|02|TRUE|TRUE|TRUE|FALSE|FALSE|FALSE|||FALSE|NO|2019-01-01|2021-12-31|DO|MALE|DR||TRUE|QNXT|||||
PRV000001|NW0002|Anthony|Stark|Stark Health Enterprises|9123456780|951234567|PHYSICIAN|100|FT|TRUE||||ADDR0001|PHYSICAL|Mark I Medical Clinic|123 Pacific Coast Highway|Suite 105||Malibu|CA|90265|LOS ANGELES|323-555-1212|323-555-1313|stark@starkhealthent.com|||100|NONE|02|TRUE|TRUE|TRUE|TRUE|TRUE|FALSE||Stark Industries Physicians|FALSE|YES|2019-01-01|2020-12-31|MD|MALE|DR|4498765432|TRUE|QNXT|||||
PRV000032|NW0002|Clint|Barton|Hawkeye Health|9998887771|951112223|PHYSICIAN|0|PT|FALSE||||ADDR0031|PHYSICAL|Hawk's Nest Medical Clinic - Del Mar|8091 Bow Street|||Del Mar|CA|92014|SAN DIEGO|858-555-4444|858-555-5555|barton@hawkeyehealth.com|||0|208C00000X|02|TRUE|TRUE|TRUE|FALSE|FALSE|TRUE|||FALSE|NO|2019-01-01|2021-12-31|DO|MALE|DR||TRUE|QNXT|||||
PRV000032|NW0002|Clint|Barton|Hawkeye Health|9998887771|951112223|PHYSICIAN|0|PT|FALSE||||ADDR0032|PHYSICAL|Hawk's Nest Medical Clinic - El Cajon|32098 Avenger Blvd|Suite 205||El Cajon|CA|92019|SAN DIEGO|858-555-4444|858-555-5555|barton@hawkeyehealth.com|||0|208C00000X|02|TRUE|TRUE|TRUE|FALSE|FALSE|FALSE|||FALSE|NO|2019-01-01|2021-12-31|DO|MALE|DR||TRUE|QNXT|||||
PRV000033|NW0001|Peter|Parker||9998887772|951112224|PHYSICIAN|250|FT|FALSE||||ADDR0033|PHYSICAL|Southern California Primary Care Associates - Newport|9870 Pacific Coast Highway|Suite 110||Newport Beach|CA|92660|ORANGE|949-555-7777|949-555-8888|parker@socalprimary.com|||75|207Q00000X|08|TRUE|TRUE|TRUE|FALSE|TRUE|FALSE||SoCal Independent Physicians|FALSE|YES|2018-01-01|2021-12-31|PA|MALE|MR|3398765432|FALSE|QNXT|||||
PRV000033|NW0001|Peter|Parker||9998887772|951112224|PHYSICIAN|250|FT|FALSE||||ADDR0034|PHYSICAL|Southern California Primary Care Associates - Laguna|15301 Laguna Bay Drive|Suite 300||Laguna Beach|CA|92651|ORANGE|949-555-9999|949-555-0001|parker@socalprimary.com|||75|207Q00000X|08|TRUE|TRUE|TRUE|TRUE|FALSE|FALSE||SoCal Independent Physicians|FALSE|YES|2018-01-01|2021-12-31|PA|MALE|MR|3398765432|FALSE|QNXT|||||
PRV000033|NW0002|Peter|Parker||9998887772|951112224|PHYSICIAN|100|FT|FALSE||||ADDR0033|PHYSICAL|Southern California Primary Care Associates - Newport|9870 Pacific Coast Highway|Suite 110||Newport Beach|CA|92660|ORANGE|949-555-7777|949-555-8888|parker@socalprimary.com|||50|207Q00000X|08|TRUE|TRUE|TRUE|FALSE|TRUE|FALSE||SoCal Independent Physicians|FALSE|YES|2018-01-01|2021-12-31|PA|MALE|MR|3398765432|TRUE|QNXT|||||
PRV000033|NW0002|Peter|Parker||9998887772|951112224|PHYSICIAN|100|FT|FALSE||||ADDR0034|PHYSICAL|Southern California Primary Care Associates - Laguna|15301 Laguna Bay Drive|Suite 300||Laguna Beach|CA|92651|ORANGE|949-555-9999|949-555-0001|parker@socalprimary.com|||50|207Q00000X|08|TRUE|TRUE|TRUE|TRUE|FALSE|FALSE||SoCal Independent Physicians|FALSE|YES|2018-01-01|2021-12-31|PA|MALE|MR|3398765432|TRUE|QNXT|||||
PRV000033|NW0001|Peter|Parker||9998887772|951112224|PHYSICIAN|250|FT|FALSE||||ADDR0035|PHYSICAL|Southern California Primary Care Associates - Orange|9810 Orange Ave|Suite 205||ORANGE|CA|92865|ORANGE|714-555-9889|714-555-8998|parker@socalprimary.com|||50|207Q00000X|08|TRUE|TRUE|TRUE|TRUE|TRUE|FALSE||SoCal Independent Physicians|TRUE|YES|2018-01-01|2021-12-31|PA|MALE|MR|3398765432|FALSE|QNXT|||||
PRV000033|NW0001|Peter|Parker||9998887772|951112224|PHYSICIAN|250|FT|FALSE||||ADDR0036|PHYSICAL|Southern California Primary Care Associates - Long Beach|8710 Pacific Ave|Suite 110||LONG BEACH|CA|90814|LOS ANGELES|562-555-1221|562-555-2112|parker@socalprimary.com|||50|207Q00000X|08|TRUE|TRUE|TRUE|TRUE|TRUE|FALSE||SoCal Independent Physicians|TRUE|YES|2018-01-01|2021-12-31|PA|MALE|MR|3398765432|FALSE|QNXT|||||
PRV000034|NW0001|Natasha|Romanov||9998887773|951112225|PHYSICIAN|100|FT|TRUE||||ADDR0037|PHYSICAL|Sports Medicine Associates|19410 Hawthorne Blvd|Suite 120||LONG BEACH|CA|90814|LOS ANGELES|562-555-1881|562-555-8118|nromanov@ptassocca.com|||100|NONE|65|TRUE|TRUE|TRUE|FALSE|FALSE|TRUE||Physical Therapy Associates|TRUE|YES|2018-01-01|2021-12-31|MD|FEMALE|DR|2298765432|TRUE|QNXT|||||
PRV000034|NW0002|Natasha|Romanov||9998887773|951112225|PHYSICIAN|100|FT|TRUE||||ADDR0037|PHYSICAL|Sports Medicine Associates|19410 Hawthorne Blvd|Suite 120||LONG BEACH|CA|90814|LOS ANGELES|562-555-1881|562-555-8118|nromanov@ptassocca.com|||100|NONE|65|TRUE|TRUE|TRUE|FALSE|FALSE|TRUE||Physical Therapy Associates|TRUE|YES|2018-01-01|2021-12-31|MD|FEMALE|DR|2298765432|TRUE|QNXT|||||
PRV000035|NW0001|Steven|Strange||9998887774|951112226|PHYSICIAN|0|FT|TRUE||||ADDR0038|PHYSICAL|Holistic Care Associates|177 Bleecker Street|||LOS ANGELES|CA|90011|LOS ANGELES|562-555-1554|562-555-1555|strange@holistic.org|||100|207QS1201X|08|TRUE|TRUE|TRUE|FALSE|FALSE|TRUE|||TRUE|YES|2018-01-01|2021-12-31|MD|MALE|DR||TRUE|QNXT|||||
PRV000035|NW0002|Steven|Strange||9998887774|951112226|PHYSICIAN|0|FT|TRUE||||ADDR0038|PHYSICAL|Holistic Care Associates|177 Bleecker Street|||LOS ANGELES|CA|90011|LOS ANGELES|562-555-1554|562-555-1555|strange@holistic.org|||100|207QS1201X|08|TRUE|TRUE|TRUE|FALSE|FALSE|TRUE|||TRUE|YES|2018-01-01|2021-12-31|MD|MALE|DR||TRUE|QNXT|||||
PRV000036|NW0001|Wanda|Maximov||9998887775|951112227|PHYSICIAN|0|FT|TRUE||||ADDR0039|PHYSICAL||342 Scarlet Ln|||Simi Valley|CA|93063|VENTURA|310-555-3321|310-555-3322|wanda@privatepractice.net|||0|207VX0201X|16|TRUE|TRUE|TRUE|TRUE|FALSE|TRUE|||TRUE|YES|2018-01-01|2021-12-31|DO|FEMALE|DR||TRUE|QNXT|||||
PRV000036|NW0002|Wanda|Maximov||9998887775|951112227|PHYSICIAN|0|FT|TRUE||||ADDR0039|PHYSICAL||342 Scarlet Ln|||Simi Valley|CA|93063|VENTURA|310-555-3321|310-555-3322|wanda@privatepractice.net|||0|207VX0201X|16|TRUE|TRUE|TRUE|TRUE|FALSE|TRUE|||TRUE|YES|2018-01-01|2021-12-31|DO|FEMALE|DR||TRUE|QNXT|||||
PRV000037|NW0001|Ivan|Vanko||9998887776|951112228|PHYSICIAN|0|FT|TRUE||||ADDR0040|PHYSICAL||200 14th Ave|||Los Angeles|CA|90011|LOS ANGELES|310-555-7777|310-555-7778|ivanko@hammerindustries.com|||0|2084S0010X|23|TRUE|TRUE|TRUE|FALSE|FALSE|TRUE|||TRUE|YES|2018-01-01|2021-12-31|PA|MALE|MR||TRUE|QNXT|||||
PRV000037|NW0002|Ivan|Vanko||9998887776|951112228|PHYSICIAN|0|FT|TRUE||||ADDR0040|PHYSICAL||200 14th Ave|||Los Angeles|CA|90011|LOS ANGELES|310-555-7777|310-555-7778|ivanko@hammerindustries.com|||0|2084S0010X|23|TRUE|TRUE|TRUE|FALSE|FALSE|TRUE|||TRUE|YES|2018-01-01|2021-12-31|PA|MALE|MR||TRUE|QNXT|||||
PRV000038|NW0001|Justin|Hammer||9998887777|951112229|PHYSICIAN|0|FT|TRUE||||ADDR0041|PHYSICAL||202 14th Ave|||Los Angeles|CA|90011|LOS ANGELES|310-555-7779|310-555-7780|jhammer@hammerindustries.com|||0|208000000X|37|TRUE|TRUE|TRUE|TRUE|FALSE|TRUE|||TRUE|YES|2018-01-01|2021-12-31|MD|MALE|DR||TRUE|QNXT|||||
PRV000038|NW0002|Justin|Hammer||9998887777|951112229|PHYSICIAN|0|FT|TRUE||||ADDR0041|PHYSICAL||202 14th Ave|||Los Angeles|CA|90011|LOS ANGELES|310-555-7779|310-555-7780|jhammer@hammerindustries.com|||0|208000000X|37|TRUE|TRUE|TRUE|TRUE|FALSE|TRUE|||TRUE|YES|2018-01-01|2021-12-31|MD|MALE|DR||TRUE|QNXT|||||
PRV000039|NW0001|Wade|Wilson||9998887778|951112230|PHYSICIAN|10|FT|TRUE||||ADDR0042|PHYSICAL||1000 4th Wall St|||LONG BEACH|CA|90814|LOS ANGELES|562-555-1112|562-555-1113|wade@wade.com|||0|235Z00000X|15|TRUE|TRUE|TRUE|FALSE|FALSE|TRUE|||TRUE|YES|2018-01-01|2021-12-31|MD|MALE|DR||TRUE|QNXT|||||
PRV000039|NW0002|Wade|Wilson||9998887778|951112230|PHYSICIAN|10|FT|TRUE||||ADDR0042|PHYSICAL||1000 4th Wall St|||LONG BEACH|CA|90814|LOS ANGELES|562-555-1112|562-555-1113|wade@wade.com|||0|235Z00000X|15|TRUE|TRUE|TRUE|FALSE|FALSE|TRUE|||TRUE|YES|2018-01-01|2021-12-31|MD|MALE|DR||TRUE|QNXT|||||
PRV000040|NW0001|Charles|Xavier||9998887779|951112231|PHYSICIAN|0|FT|TRUE||||ADDR0043|PHYSICAL||2300 X Blvd|||LONG BEACH|CA|90814|LOS ANGELES|562-555-2223|562-555-2224|x@schoolforyouth.org|||0|NONE|13|TRUE|TRUE|TRUE|FALSE|FALSE|TRUE|||TRUE|YES|2018-01-01|2021-12-31|MD|MALE|DR||TRUE|QNXT|||||
