Health Plan Provider ID|Network Code|First Name|Last Name|Business Name|NPI|Tax ID|Provider Type|Provider Assigned Members|Full or Part Time|In Person After Hours|Supervising Specialist|Supervising NPI|Specialization Certificate|Health Plan Address ID|Address Type|Clinic Name|Address 1|Address 2|Address 3|City|State Abbreviation|Zip Code|County Name|Phone Number|Fax Number|Email|Latitude|Longitude|Location Assigned Members|Taxonomy Code|Specialty Code|Primary Specialty|Board Certified|Board Eligible|Is PCP|Accepting New Patients|Accepting New Referrals|Network Tier ID|Provider Group Name|Outpatient Appointment Availability|In Directory|Contract Effective Date|Contract Termination Date
PRV200384|NW001|Steven|Wege||1443539988||PHYSICIAN|18|FT|TRUE||||ADDR200384|PHYSICAL||5253 SE Marigold Hill Pkwy|Suite 484||Jamul|CA|91935|SAN DIEGO|619-555-0384|619-777-0384|steven.wege@example.com|||18|NONE|86|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-01-01|
PRV200196|NW001|Jeffery|Kluss||1444147853||PHYSICIAN|26|FT|TRUE||||ADDR200196|PHYSICAL||11619 W Wordsworth Rd|Suite 296||Santee|CA|92071|SAN DIEGO|858-555-0196|858-777-0196|jeffery.kluss@example.com|||26|NONE|08|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200372|NW001|Rose|Vela||1446797642||PHYSICIAN|131|FT|TRUE||||ADDR200372|PHYSICAL||11499 N Wrinn Rd|Suite 472||San Diego|CA|92115|SAN DIEGO|619-555-0372|619-777-0372|rose.vela@example.com|||131|NONE|27|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-01-01|
PRV200291|NW001|James|Puyear||1442697919||PHYSICIAN|114|FT|TRUE||||ADDR200291|PHYSICAL||103 E Buckeye Br|||San Diego|CA|92116|SAN DIEGO|619-555-0291|619-777-0291|james.puyear@example.com|||114|NONE|66|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-01-01|
PRV200374|NW001|Jennifer|Vito||1448618822||PHYSICIAN|74|FT|TRUE||||ADDR200374|PHYSICAL||11357 E Yarde Cir|||San Diego|CA|92114|SAN DIEGO|858-555-0374|858-777-0374|jennifer.vito@example.com|||74|NONE|26|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200194|NW001|Cody|Kiraly||1448387503||PHYSICIAN|73|FT|TRUE||||ADDR200194|PHYSICAL||9367 N Emberger Cyn|||Poway|CA|92064|SAN DIEGO|858-555-0194|858-777-0194|cody.kiraly@example.com|||73|NONE|11|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200051|NW001|Marjorie|Casana||1441558088||PHYSICIAN|36|FT|TRUE||||ADDR200051|PHYSICAL||1598 W Thomas Pike|||Spring Valley|CA|91977|SAN DIEGO|619-555-0051|619-777-0051|marjorie.casana@example.com|||36|NONE|37|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-01-01|
PRV200198|NW001|Walter|Kmetz||1445530285||PHYSICIAN|51|FT|TRUE||||ADDR200198|PHYSICAL||10475 E Lands Ave|||Tecate|CA|91980|SAN DIEGO|619-555-0198|619-777-0198|walter.kmetz@example.com|||51|NONE|37|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-01-01|
PRV200082|NW001|Julia|Donerson||1446969189||PHYSICIAN|29|FT|TRUE||||ADDR200082|PHYSICAL||2944 N 102nd Br|||El Cajon|CA|92020|SAN DIEGO|858-555-0082|858-777-0082|julia.donerson@example.com|||29|NONE|16|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200354|NW001|Megan|Triano||1445509470||PHYSICIAN|11|FT|TRUE||||ADDR200354|PHYSICAL||4642 SW Pear Hill Cir|||Oceanside|CA|92054|SAN DIEGO|619-555-0354|619-777-0354|megan.triano@example.com|||11|NONE|27|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-01-01|
PRV200348|NW001|Crystal|Thorndike||1445513076||PHYSICIAN|52|FT|TRUE||||ADDR200348|PHYSICAL||12255 S Waldrip St|Suite 448||San Diego|CA|92114|SAN DIEGO|619-555-0348|619-777-0348|crystal.thorndike@example.com|||52|NONE|66|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-01-01|
PRV200257|NW001|Martin|Naftel||1447110026||PHYSICIAN|125|FT|TRUE||||ADDR200257|PHYSICAL||7820 N Abarca Cir|||Carlsbad|CA|92010|SAN DIEGO|858-555-0257|858-777-0257|martin.naftel@example.com|||125|NONE|C7|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200133|NW001|Gloria|Gendreau||1445044366||PHYSICIAN|103|FT|TRUE||||ADDR200133|PHYSICAL||10053 W Jacox Vly|||San Diego|CA|92117|SAN DIEGO|858-555-0133|858-777-0133|gloria.gendreau@example.com|||103|NONE|08|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200368|NW001|Samantha|Vanisouvong||1449713553||PHYSICIAN|108|FT|TRUE||||ADDR200368|PHYSICAL||10575 W Linford Cir|Suite 468||San Diego|CA|92113|SAN DIEGO|858-555-0368|858-777-0368|samantha.vanisouvong@example.com|||108|NONE|27|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200132|NW001|Todd|Garraghty||1446225169||PHYSICIAN|110|FT|TRUE||||ADDR200132|PHYSICAL||9477 E Embrey Vly|Suite 232||La Mesa|CA|91941|SAN DIEGO|619-555-0132|619-777-0132|todd.garraghty@example.com|||110|NONE|16|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-01-01|
PRV200162|NW001|Rachel|Hertweck||1443181487||PHYSICIAN|57|FT|TRUE||||ADDR200162|PHYSICAL||2257 SE 25th Ln|||Alpine|CA|91901|SAN DIEGO|619-555-0162|619-777-0162|rachel.hertweck@example.com|||57|NONE|37|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-01-01|
PRV200124|NW001|Raymond|Gandarillia||1441986921||PHYSICIAN|93|FT|TRUE||||ADDR200124|PHYSICAL||8336 NE Ambrosia Rd|Suite 224||Warner Springs|CA|92086|SAN DIEGO|858-555-0124|858-777-0124|raymond.gandarillia@example.com|||93|NONE|37|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200313|NW001|Jean|Sanderford||1442757381||PHYSICIAN|119|FT|TRUE||||ADDR200313|PHYSICAL||484 NW Dahlia Vly|||San Ysidro|CA|92173|SAN DIEGO|858-555-0313|858-777-0313|jean.sanderford@example.com|||119|NONE|66|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200010|NW001|Peggy|Bacarella||1442202211||PHYSICIAN|36|FT|TRUE||||ADDR200010|PHYSICAL||4975 SW Belladonna Hill Ct|||San Diego|CA|92155|SAN DIEGO|858-555-0010|858-777-0010|peggy.bacarella@example.com|||36|NONE|37|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-07-01|2020-12-31
PRV200200|NW001|Deborah|Koran||1448897753||PHYSICIAN|60|FT|TRUE||||ADDR200200|PHYSICAL||11816 E Woodfolk Br|Suite 300||Jamul|CA|91935|SAN DIEGO|858-555-0200|858-777-0200|deborah.koran@example.com|||60|NONE|37|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-07-01|2020-12-31
PRV200122|NW001|Margaret|Gaeddert||1449082056||PHYSICIAN|147|FT|TRUE||||ADDR200122|PHYSICAL||7207 Chestnut Crest Cyn|||Lakeside|CA|92040|SAN DIEGO|858-555-0122|858-777-0122|margaret.gaeddert@example.com|||147|NONE|11|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200383|NW001|Allison|Wege||1449782572||PHYSICIAN|2|FT|TRUE||||ADDR200383|PHYSICAL||821 N Alabama Ave|||San Ysidro|CA|92173|SAN DIEGO|858-555-0383|858-777-0383|allison.wege@example.com|||2|NONE|86|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200397|NW001|Marilyn|Yantzi||1440021767||PHYSICIAN|89|FT|TRUE||||ADDR200397|PHYSICAL||5253 SE Marigold Hill Pkwy|||El Cajon|CA|92021|SAN DIEGO|858-555-0397|858-777-0397|marilyn.yantzi@example.com|||89|NONE|86|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200349|NW001|Michelle|Torivio||1446577672||PHYSICIAN|141|FT|TRUE||||ADDR200349|PHYSICAL||5278 NE Orchid Hill Br|||San Diego|CA|92117|SAN DIEGO|858-555-0349|858-777-0349|michelle.torivio@example.com|||141|NONE|06|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200158|NW001|Pamela|Henao||1440249585||PHYSICIAN|28|FT|TRUE||||ADDR200158|PHYSICAL||680 W Oleana Pass|||Alpine|CA|91901|SAN DIEGO|858-555-0158|858-777-0158|pamela.henao@example.com|||28|NONE|11|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200336|NW001|Ralph|Stoviak||1444206513||PHYSICIAN|87|FT|TRUE||||ADDR200336|PHYSICAL||10839 SE Lovelock Blvd|Suite 436||San Diego|CA|92122|SAN DIEGO|619-555-0336|619-777-0336|ralph.stoviak@example.com|||87|NONE|C3|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-01-01|
PRV200244|NW001|Lisa|Mcgraff||1442555790||PHYSICIAN|99|FT|TRUE||||ADDR200244|PHYSICAL||11041 S Medley Br|Suite 344||San Diego|CA|92113|SAN DIEGO|858-555-0244|858-777-0244|lisa.mcgraff@example.com|||99|NONE|13|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200247|NW001|Angela|Mcwhinney||1443893371||PHYSICIAN|60|FT|TRUE||||ADDR200247|PHYSICAL||10475 E Lands Ave|||San Diego|CA|92124|SAN DIEGO|858-555-0247|858-777-0247|angela.mcwhinney@example.com|||60|NONE|39|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200110|NW001|Chad|Fischang||1442726086||PHYSICIAN|139|FT|TRUE||||ADDR200110|PHYSICAL||7236 S Fir Crest Pkwy|||La Mesa|CA|91941|SAN DIEGO|858-555-0110|858-777-0110|chad.fischang@example.com|||139|NONE|08|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-07-01|2020-12-31
PRV200186|NW001|Lori|Jiminez||1442111137||PHYSICIAN|50|FT|TRUE||||ADDR200186|PHYSICAL||4101 SE Stockton Rd|||El Cajon|CA|92021|SAN DIEGO|619-555-0186|619-777-0186|lori.jiminez@example.com|||50|NONE|01|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-01-01|
PRV200398|NW001|Matthew|Yantzi||1446570295||PHYSICIAN|1|FT|TRUE||||ADDR200398|PHYSICAL||71 SE Aspen Pkwy|||San Diego|CA|92128|SAN DIEGO|858-555-0398|858-777-0398|matthew.yantzi@example.com|||1|NONE|26|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200302|NW001|Thomas|Rebert||1445207594||PHYSICIAN|14|FT|TRUE||||ADDR200302|PHYSICAL||5140 S Heather Hill Br|||San Diego|CA|92127|SAN DIEGO|858-555-0302|858-777-0302|thomas.rebert@example.com|||14|NONE|66|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200036|NW001|Jeffery|Bruder||1445604573||PHYSICIAN|24|FT|TRUE||||ADDR200036|PHYSICAL||5194 S Leilani Hill St|Suite 136||Carlsbad|CA|92009|SAN DIEGO|619-555-0036|619-777-0036|jeffery.bruder@example.com|||24|NONE|11|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-01-01|
PRV200262|NW001|Joel|Nozum||1447108044||PHYSICIAN|39|FT|TRUE||||ADDR200262|PHYSICAL||10254 SE Keyton Cyn|||Santa Ysabel|CA|92070|SAN DIEGO|858-555-0262|858-777-0262|joel.nozum@example.com|||39|NONE|C7|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200290|NW001|Amy|Puett||1441017421||PHYSICIAN|39|FT|TRUE||||ADDR200290|PHYSICAL||5652 N Larch Rock Ave|||San Diego|CA|92105|SAN DIEGO|858-555-0290|858-777-0290|amy.puett@example.com|||39|NONE|C7|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-07-01|2020-12-31
PRV200318|NW001|Billy|Shirkey||1445510966||PHYSICIAN|92|FT|TRUE||||ADDR200318|PHYSICAL||10644 N Loner Cv|||San Diego|CA|92107|SAN DIEGO|619-555-0318|619-777-0318|billy.shirkey@example.com|||92|NONE|13|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-01-01|
PRV200379|NW001|Nicole|Wares||1447904979||PHYSICIAN|41|FT|TRUE||||ADDR200379|PHYSICAL||10823 Lovell Pass|||Julian|CA|92036|SAN DIEGO|858-555-0379|858-777-0379|nicole.wares@example.com|||41|NONE|86|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200294|NW001|Daniel|Raby||1448272330||PHYSICIAN|126|FT|TRUE||||ADDR200294|PHYSICAL||2318 NE 32nd Pkwy|||San Diego|CA|92111|SAN DIEGO|619-555-0294|619-777-0294|daniel.raby@example.com|||126|NONE|39|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-01-01|
PRV200185|NW001|April|Jackovitz||1443128036||PHYSICIAN|148|FT|TRUE||||ADDR200185|PHYSICAL||8306 S Ambriz Dr|||Encinitas|CA|92024|SAN DIEGO|858-555-0185|858-777-0185|april.jackovitz@example.com|||148|NONE|16|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-07-01|2020-12-31
PRV200223|NW001|Kathleen|Loeven||1443230749||PHYSICIAN|48|FT|TRUE||||ADDR200223|PHYSICAL||5915 E Filbert Pointe Pike|||San Diego|CA|92115|SAN DIEGO|858-555-0223|858-777-0223|kathleen.loeven@example.com|||48|NONE|66|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200141|NW001|Jean|Goist||1446104685||PHYSICIAN|16|FT|TRUE||||ADDR200141|PHYSICAL||8170 N Allscheid Cyn|||San Diego|CA|92116|SAN DIEGO|619-555-0141|619-777-0141|jean.goist@example.com|||16|NONE|16|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-01-01|
PRV200400|NW001|Joel|Zalk||1447829622||PHYSICIAN|105|FT|TRUE||||ADDR200400|PHYSICAL||7567 Fir Spring Pass|Suite 500||San Diego|CA|92116|SAN DIEGO|858-555-0400|858-777-0400|joel.zalk@example.com|||105|NONE|27|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-07-01|2020-12-31
PRV200044|NW001|Barbara|Cambi||1441373030||PHYSICIAN|21|FT|TRUE||||ADDR200044|PHYSICAL||2153 S 14th Ln|Suite 144||Encinitas|CA|92024|SAN DIEGO|858-555-0044|858-777-0044|barbara.cambi@example.com|||21|NONE|11|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200057|NW001|Brianna|Chhoun||1443947023||PHYSICIAN|92|FT|TRUE||||ADDR200057|PHYSICAL||4038 SE Aurora Cir|||Oceanside|CA|92056|SAN DIEGO|619-555-0057|619-777-0057|brianna.chhoun@example.com|||92|NONE|11|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-01-01|
PRV200138|NW001|Monica|Giedlin||1446600075||PHYSICIAN|59|FT|TRUE||||ADDR200138|PHYSICAL||399 S Bluebell Pkwy|||Del Mar|CA|92014|SAN DIEGO|619-555-0138|619-777-0138|monica.giedlin@example.com|||59|NONE|11|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-01-01|
PRV200215|NW001|Eleanor|Lalk||1445343656||PHYSICIAN|51|FT|TRUE||||ADDR200215|PHYSICAL||12037 Windom Rd|||La Mesa|CA|91941|SAN DIEGO|858-555-0215|858-777-0215|eleanor.lalk@example.com|||51|NONE|39|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-07-01|2020-12-31
PRV200263|NW001|William|Nozum||1449409529||PHYSICIAN|13|FT|TRUE||||ADDR200263|PHYSICAL||11710 NE Woodby Dr|||San Diego|CA|92110|SAN DIEGO|858-555-0263|858-777-0263|william.nozum@example.com|||13|NONE|06|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200018|NW001|Jeremy|Baril||1441771821||PHYSICIAN|57|FT|TRUE||||ADDR200018|PHYSICAL||2456 SW 47th Pkwy|||La Mesa|CA|91942|SAN DIEGO|619-555-0018|619-777-0018|jeremy.baril@example.com|||57|NONE|08|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-01-01|
PRV200393|NW001|Aaron|Wholly||1442507563||PHYSICIAN|148|FT|TRUE||||ADDR200393|PHYSICAL||3925 N Louisville Cv|||Descanso|CA|91916|SAN DIEGO|619-555-0393|619-777-0393|aaron.wholly@example.com|||148|NONE|26|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-01-01|
PRV200170|NW001|Jose|Highshaw||1449273063||PHYSICIAN|4|FT|TRUE||||ADDR200170|PHYSICAL||11192 Yorks Cir|||Julian|CA|92036|SAN DIEGO|858-555-0170|858-777-0170|jose.highshaw@example.com|||4|NONE|01|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-07-01|2020-12-31
PRV200385|NW001|Johnny|Westre||1445420454||PHYSICIAN|11|FT|TRUE||||ADDR200385|PHYSICAL||3521 S 166th Ln|||Carlsbad|CA|92009|SAN DIEGO|858-555-0385|858-777-0385|johnny.westre@example.com|||11|NONE|86|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-07-01|2020-12-31
PRV200311|NW001|Beverly|Saffo||1448422777||PHYSICIAN|43|FT|TRUE||||ADDR200311|PHYSICAL||8157 NW Allsbrook Ct|||San Diego|CA|92139|SAN DIEGO|858-555-0311|858-777-0311|beverly.saffo@example.com|||43|NONE|C7|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200312|NW001|Isabella|Saffo||1449505869||PHYSICIAN|43|FT|TRUE||||ADDR200312|PHYSICAL||1261 Denver Rd|Suite 412||Escondido|CA|92025|SAN DIEGO|619-555-0312|619-777-0312|isabella.saffo@example.com|||43|NONE|C3|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2019-01-01|
PRV200023|NW001|Terry|Biser||1449890450||PHYSICIAN|92|FT|TRUE||||ADDR200023|PHYSICAL||1448 SE Columbus Br|||San Diego|CA|92115|SAN DIEGO|858-555-0023|858-777-0023|terry.biser@example.com|||92|NONE|16|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
PRV200394|NW001|Curtis|Wholly||1445128935||PHYSICIAN|103|FT|TRUE||||ADDR200394|PHYSICAL||11944 NE Windholz Blvd|||San Diego|CA|92123|SAN DIEGO|858-555-0394|858-777-0394|curtis.wholly@example.com|||103|NONE|26|TRUE|TRUE|TRUE|FALSE|TRUE|TRUE||Scripps Health|TRUE|YES|2020-01-01|
